AL,Jequiá da Praia,672
AL,Teotônio Vilela,673
AL,Paripueira,674
AL,Estrela de Alagoas,675
AL,Pariconha,676
AL,Água Branca,677
AL,Anadia,678
AL,Arapiraca,679
AL,Atalaia,680
AL,Barra de Santo Antônio,681
AL,Barra de São Miguel,682
AL,Batalha,683
AL,Belém,684
AL,Belo Monte,685
AL,Boca da Mata,686
AL,Branquinha,687
AL,Cacimbinhas,688
AL,Cajueiro,689
AL,Campo Alegre,690
AL,Campo Grande,691
AL,Canapi,692
AL,Capela,693
AL,Carneiros,694
AL,Chã Preta,695
AL,Coité do Nóia,696
AL,Colônia Leopoldina,697
AL,Coqueiro Seco,698
AL,Coruripe,699
AL,Delmiro Gouveia,700
AL,Dois Riachos,701
AL,Feira Grande,702
AL,Feliz Deserto,703
AL,Flexeiras,704
AL,Girau do Ponciano,705
AL,Ibateguara,706
AL,Igaci,707
AL,Igreja Nova,708
AL,Inhapi,709
AL,Jacaré dos Homens,710
AL,Jacuípe,711
AL,Japaratinga,712
AL,Jaramataia,713
AL,Joaquim Gomes,714
AL,Jundiá,715
AL,Junqueiro,716
AL,Lagoa da Canoa,717
AL,Limoeiro de Anadia,718
AL,Município Ignorado - Al,719
AL,Major Isidoro,720
AL,Maragogi,721
AL,Maravilha,722
AL,Maribondo,723
AL,Mar Vermelho,724
AL,Mata Grande,725
AL,Matriz de Camaragibe,726
AL,Messias,727
AL,Minador do Negrão,728
AL,Monteirópolis,729
AL,Murici,730
AL,Novo Lino,731
AL,Olho D'água das Flores,732
AL,Olho D'água do Casado,733
AL,Olho D'água Grande,734
AL,Olivença,735
AL,Ouro Branco,736
AL,Palestina,737
AL,Palmeira dos Índios,738
AL,Pão de Açúcar,739
AL,Passo de Camaragibe,740
AL,Paulo Jacinto,741
AL,Penedo,742
AL,Piaçabuçu,743
AL,Pilar,744
AL,Pindoba,745
AL,Piranhas,746
AL,Poço das Trincheiras,747
AL,Porto Calvo,748
AL,Porto de Pedras,749
AL,Porto Real do Colégio,750
AL,Quebrangulo,751
AL,Rio Largo,752
AL,Roteiro,753
AL,Santa Luzia do Norte,754
AL,Santana do Ipanema,755
AL,Santana do Mundaú,756
AL,São Brás,757
AL,São José da Laje,758
AL,São José da Tapera,759
AL,São Luís do Quitunde,760
AL,São Miguel dos Milagres,761
AL,São Sebastião,762
AL,Satuba,763
AL,Tanque D'arca,764
AL,Taquarana,765
AL,Traipu,766
AL,União dos Palmares,767
AL,Viçosa,768
AL,Craíbas,769
AL,Senador Rui Palmeira,770
AM,Manaus,771
AM,Novo Airão,772
AM,Anori,773
AM,Atalaia do Norte,774
AM,Autazes,775
AM,Barcelos,776
AM,Barreirinha,777
AM,Benjamin Constant,778
AM,Boca do Acre,779
AM,Borba,780
AM,Canutama,781
AM,Carauari,782
AM,Careiro,783
AM,Coari,784
AM,Codajás,785
AM,Eirunepé,786
AM,Envira,787
AM,Fonte Boa,788
AM,Humaitá,789
AM,Santa Isabel do Rio Negro,790
AM,Ipixuna,791
AM,Itacoatiara,792
AM,Itapiranga,793
AM,Japurá,794
AM,Juruá,795
AM,Jutaí,796
AM,Lábrea,797
AM,Manacapuru,798
AM,Manicoré,799
AM,Maraã,800
AM,Maués,801
AM,Nhamundá,802
AM,Nova Olinda do Norte,803
AM,Novo Aripuanã,804
AM,Parintins,805
AM,Pauini,806
AM,Santo Antônio do Içá,807
AM,São Paulo de Olivença,808
AM,Silves,809
AM,Tapauá,810
AM,Tefé,811
AM,São Gabriel da Cachoeira,812
AM,Urucará,813
AM,Urucurituba,814
AM,Alvarães,815
AM,Amaturá,816
AM,Anamã,817
AM,Beruri,818
AM,Boa Vista do Ramos,819
AM,Caapiranga,820
AM,Careiro da Várzea,821
AM,Guajará,822
AM,Apuí,823
AM,Iranduba,824
AM,Itamarati,825
AM,Manaquiri,826
AM,Presidente Figueiredo,827
AM,Rio Preto da Eva,828
AM,São Sebastião do Uatumã,829
AM,Tabatinga,830
AM,Uarini,831
AM,Tonantins,832
AP,Macapa,833
AP,Santana,834
AP,Vitória do Jari,835
AP,Porto Grande,836
AP,Amapá,837
AP,Calçoene,838
AP,Mazagão,839
AP,Oiapoque,840
AP,Ferreira Gomes,841
AP,Laranjal do Jari,842
AP,Tartarugalzinho,843
AP,Pedra Branca do Amapari,844
AP,Serra do Navio,845
AP,Cutias,846
AP,Itaubal,847
AP,Pracuúba,848
BA,Eunapolis,849
BA,Itagimirim,850
BA,Itapebi,851
BA,Porto Seguro,852
BA,Ubaira,853
BA,Camacan,854
BA,Salvador,855
BA,Candeias,856
BA,Camaçari,857
BA,Simões Filho,858
BA,Itabuna,859
BA,Itapetinga,860
BA,Simoes Filho - 5%,861
BA,Simoes Filho 2%,862
BA,Jussari,863
BA,Alagoinhas,864
BA,Barreiras,865
BA,Mucuri,866
BA,Lauro de Freitas,867
BA,Feira de Santana,868
BA,Amelia Rodrigues,869
BA,Jacobina,870
BA,Ilheus,871
BA,Sao Francisco do Conde,872
BA,Juazeiro,873
BA,Itamaraju,874
BA,Jaguarari,875
BA,Mata de Sao Joao,876
BA,Ibirataia,877
BA,Dias D'Ávila,878
BA,Camacari Infra-4,879
BA,Nova Viçosa,880
BA,Brejoes,881
BA,Entre Rios,882
BA,Vitoria da Conquista,883
BA,Teixeira de Freitas,884
BA,Ipiau,885
BA,Muritiba,886
BA,Luís Eduardo Magalhães,887
BA,Muquém de São Francisco,888
BA,Nova Fátima,889
BA,Nova Ibiá,890
BA,Nova Redenção,891
BA,Novo Horizonte,892
BA,Novo Triunfo,893
BA,Ourolândia,894
BA,Piraí do Norte,895
BA,Ponto Novo,896
BA,Presidente Tancredo Neves,897
BA,Quixabeira,898
BA,Ribeirão do Largo,899
BA,São Domingos,900
BA,São Félix do Coribe,901
BA,São José do Jacuípe,902
BA,São José da Vitória,903
BA,Saubara,904
BA,Serra do Ramalho,905
BA,Sítio do Mato,906
BA,Sítio do Quinto,907
BA,Sobradinho,908
BA,Umburanas,909
BA,Varzedo,910
BA,Vereda,911
BA,América Dourada,912
BA,Arataca,913
BA,Barro Alto,914
BA,Barrocas,915
BA,Buritirama,916
BA,Capela do Alto Alegre,917
BA,Capim Grosso,918
BA,Canudos,919
BA,Fátima,920
BA,Filadélfia,921
BA,Gavião,922
BA,Guajeru,923
BA,Heliópolis,924
BA,João Dourado,925
BA,Adustina,926
BA,Andorinha,927
BA,Apuarema,928
BA,Araças,929
BA,Banzaê,930
BA,Bom Jesus da Serra,931
BA,Bonito,932
BA,Cabaceiras do Paraguaçu,933
BA,Caetanos,934
BA,Caraíbas,935
BA,Caturama,936
BA,Feira da Mata,937
BA,Igrapiúna,938
BA,Itabela,939
BA,Itaguaçu da Bahia,940
BA,Itatim,941
BA,Iuiú,942
BA,Jucuruçu,943
BA,Lagoa Real,944
BA,Lajedo do Tabocal,945
BA,Madre de Deus,946
BA,Matina,947
BA,Mirante,948
BA,Mulungu do Morro,949
BA,Abaíra,950
BA,Abaré,951
BA,Acajutiba,952
BA,Água Fria,953
BA,Érico Cardoso,954
BA,Aiquara,955
BA,Alcobaça,956
BA,Almadina,957
BA,Amargosa,958
BA,Anagé,959
BA,Andaraí,960
BA,Angical,961
BA,Anguera,962
BA,Antas,963
BA,Antônio Cardoso,964
BA,Antônio Gonçalves,965
BA,Aporá,966
BA,Aracatu,967
BA,Araci,968
BA,Aramari,969
BA,Aratuípe,970
BA,Aurelino Leal,971
BA,Baianópolis,972
BA,Baixa Grande,973
BA,Barra,974
BA,Barra da Estiva,975
BA,Barra do Choça,976
BA,Barra do Mendes,977
BA,Barra do Rocha,978
BA,Governador Lomanto Júnior,979
BA,Belmonte,980
BA,Belo Campo,981
BA,Biritinga,982
BA,Boa Nova,983
BA,Boa Vista do Tupim,984
BA,Bom Jesus da Lapa,985
BA,Boninal,986
BA,Boquira,987
BA,Botuporã,988
BA,Brejolândia,989
BA,Brotas de Macaúbas,990
BA,Brumado,991
BA,Buerarema,992
BA,Caatiba,993
BA,Cachoeira,994
BA,Caculé,995
BA,Caém,996
BA,Caetité,997
BA,Cafarnaum,998
BA,Cairu,999
BA,Caldeirão Grande,1000
BA,Camamu,1001
BA,Campo Alegre de Lourdes,1002
BA,Campo Formoso,1003
BA,Canápolis,1004
BA,Canarana,1005
BA,Canavieiras,1006
BA,Candeal,1007
BA,Candiba,1008
BA,Cândido Sales,1009
BA,Cansanção,1010
BA,Caravelas,1011
BA,Cardeal da Silva,1012
BA,Carinhanha,1013
BA,Casa Nova,1014
BA,Castro Alves,1015
BA,Catolândia,1016
BA,Catu,1017
BA,Central,1018
BA,Chorrochó,1019
BA,Cícero Dantas,1020
BA,Cipó,1021
BA,Coaraci,1022
BA,Cocos,1023
BA,Conceição da Feira,1024
BA,Conceição do Almeida,1025
BA,Conceição do Coité,1026
BA,Conceição do Jacuípe,1027
BA,Conde,1028
BA,Condeúba,1029
BA,Contendas do Sincorá,1030
BA,Coração de Maria,1031
BA,Cordeiros,1032
BA,Coribe,1033
BA,Coronel João Sá,1034
BA,Correntina,1035
BA,Cotegipe,1036
BA,Cravolândia,1037
BA,Crisópolis,1038
BA,Cristópolis,1039
BA,Cruz das Almas,1040
BA,Curaçá,1041
BA,Dário Meira,1042
BA,Dom Basílio,1043
BA,Dom Macedo Costa,1044
BA,Elísio Medrado,1045
BA,Encruzilhada,1046
BA,Esplanada,1047
BA,Euclides da Cunha,1048
BA,Firmino Alves,1049
BA,Floresta Azul,1050
BA,Formosa do Rio Preto,1051
BA,Gandu,1052
BA,Gentio do Ouro,1053
BA,Glória,1054
BA,Gongogi,1055
BA,Governador Mangabeira,1056
BA,Guanambi,1057
BA,Guaratinga,1058
BA,Iaçu,1059
BA,Ibiassucê,1060
BA,Ibicaraí,1061
BA,Ibicoara,1062
BA,Ibicuí,1063
BA,Ibipeba,1064
BA,Santa Rita de Cássia,1065
BA,Ibipitanga,1066
BA,Ibiquera,1067
BA,Ibirapitanga,1068
BA,Ibirapuã,1069
BA,Ibitiara,1070
BA,Ibititá,1071
BA,Ibotirama,1072
BA,Ichu,1073
BA,Igaporã,1074
BA,Iguaí,1075
BA,Inhambupe,1076
BA,Ipecaetá,1077
BA,Ipirá,1078
BA,Ipupiara,1079
BA,Irajuba,1080
BA,Iramaia,1081
BA,Iraquara,1082
BA,Irará,1083
BA,Irecê,1084
BA,Itaberaba,1085
BA,Itacaré,1086
BA,Itaeté,1087
BA,Itagi,1088
BA,Itagibá,1089
BA,Itaju do Colônia,1090
BA,Itajuípe,1091
BA,Itamari,1092
BA,Itambé,1093
BA,Itanagra,1094
BA,Itanhém,1095
BA,Itaparica,1096
BA,Itapé,1097
BA,Itapicuru,1098
BA,Itapitanga,1099
BA,Itaquara,1100
BA,Itarantim,1101
BA,Itiruçu,1102
BA,Itiúba,1103
BA,Itororó,1104
BA,Ituaçu,1105
BA,Ituberá,1106
BA,Jacaraci,1107
BA,Jaguaquara,1108
BA,Jaguaripe,1109
BA,Jandaíra,1110
BA,Jequié,1111
BA,Jeremoabo,1112
BA,Jequiriçá,1113
BA,Jitaúna,1114
BA,Jussara,1115
BA,Jussiape,1116
BA,Lafaiete Coutinho,1117
BA,Laje,1118
BA,Lajedão,1119
BA,Lajedinho,1120
BA,Lamarão,1121
BA,Lençóis,1122
BA,Licínio de Almeida,1123
BA,Livramento de Nossa Senhora,1124
